"FECHA_CORTE","FECHA_EMISION","MES_FACTURACION","COD_EMPRESA","RAZON_SOCIAL","GRUPO","COD_SIS_ELECTR","COD_TARIFA","ATARIFA","USO","SUMINISTROS","PROMEDIO_CONSUMO"
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0162,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,197,7
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0162,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,1,49
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0066,22,"1E-BT No Residencial                                                                                                                                  ",Comercial,1,275
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0162,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,1,105
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE1065,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,7,15
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,21,Exceso de 1000 kW.h                                                                                                                                   ,Residencial,1,1027
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0115,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,115,56
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR5003,18,De 301 a 500 kW.h                                                                                                                                     ,Residencial,1,394
"20250306","20220131","202201",CHAV,PROYECTO ESPECIAL CHAVIMOCHIC,MUNICIPAL,SE0157,3,"1P2E-MT Presente en Punta                                                                                                                             ",Comercial,3,37576
"20250306","20220131","202201",CHAV,PROYECTO ESPECIAL CHAVIMOCHIC,MUNICIPAL,SE0157,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,123,198
"20250306","20220131","202201",COEL,CONSORCIO ELECTRICO DE VILLACURI SAC,PRIVADAS,SE0263,2,"2P2E-MT                                                                                                                                               ",Industrial,2,2131
"20250306","20220131","202201",COEL,CONSORCIO ELECTRICO DE VILLACURI SAC,PRIVADAS,SE0263,22,"1E-BT No Residencial                                                                                                                                  ",Comercial,16,593
"20250306","20220131","202201",COEL,CONSORCIO ELECTRICO DE VILLACURI SAC,PRIVADAS,SE0002,4,"1P2E-MT Presente en Fuera de Punta                                                                                                                    ",Industrial,4,2819
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0005,52,De 31 a 100 kW.h                                                                                                                                      ,Residencial,881,67
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0005,19,De 501 a 750 kW.h                                                                                                                                     ,Residencial,991,600
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0008,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,1,108
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0005,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,63,63
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0005,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,20982,211
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0222,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,30,13
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,19,De 501 a 750 kW.h                                                                                                                                     ,Residencial,33,597
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE1074,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,320,62
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE1074,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,1,0
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE1074,22,"1E-BT No Residencial                                                                                                                                  ",Comercial,166,173
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,21,Exceso de 1000 kW.h                                                                                                                                   ,Residencial,1,1653
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0060,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,4,64
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0161,23,"1P-BT Pension Fija                                                                                                                                    ",Comercial,16,353
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,5,228
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,504,10
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0068,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,16,119
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,3,55
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0068,22,"1E-BT No Residencial                                                                                                                                  ",Comercial,11,250
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0068,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,8,38
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0161,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,2,23
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,22,"1E-BT No Residencial                                                                                                                                  ",Comercial,41,63
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE1074,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,258,57
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE1074,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,17,194
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0061,22,"1E-BT No Residencial                                                                                                                                  ",Comercial,1196,230
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0076,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,1,103
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0072,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,4,16
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,966,6
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0075,3,"1P2E-MT Presente en Punta                                                                                                                             ",Comercial,1,1458
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0075,19,De 501 a 750 kW.h                                                                                                                                     ,Residencial,1,630
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0075,21,Exceso de 1000 kW.h                                                                                                                                   ,Residencial,1,1331
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,22,"1E-BT No Residencial                                                                                                                                  ",Comercial,11,82
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0061,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,2,183
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0007,50,"1E-BT No Residencial                                                                                                                                  ",Comercial,1,1167
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0014,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,127,52
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0007,20,De 751 a 1000 kW.h                                                                                                                                    ,Residencial,66,859
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0005,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,1,48
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0014,22,"1E-BT No Residencial                                                                                                                                  ",Comercial,1,2369
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0014,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,1,205
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0005,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,4,12
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0261,21,Exceso de 1000 kW.h                                                                                                                                   ,Residencial,132,2251
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0221,18,De 301 a 500 kW.h                                                                                                                                     ,Residencial,176,375
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0261,19,De 501 a 750 kW.h                                                                                                                                     ,Residencial,46,621
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0011,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,9,80
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0261,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,2,128
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,22,"1E-BT No Residencial                                                                                                                                  ",Comercial,59,66
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0161,23,"1P-BT Pension Fija                                                                                                                                    ",Comercial,1,500
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0161,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,1,295
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0060,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,2993,59
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0161,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,26,124
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0223,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,1,50
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,22,"1E-BT No Residencial                                                                                                                                  ",Comercial,1,22
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0161,21,Exceso de 1000 kW.h                                                                                                                                   ,Residencial,1,1162
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,23,"1P-BT Pension Fija                                                                                                                                    ",Comercial,1,500
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0161,3,"1P2E-MT Presente en Punta                                                                                                                             ",Comercial,2,6098
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,18,De 301 a 500 kW.h                                                                                                                                     ,Residencial,1,329
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0060,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,2,126
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,39,48
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0060,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,79,200
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0060,4,"1P2E-MT Presente en Fuera de Punta                                                                                                                    ",Industrial,1,3125
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,66,51
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0068,22,"1E-BT No Residencial                                                                                                                                  ",Comercial,30,270
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,1505,7
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0068,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,1,121
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,1,185
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0068,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,27,55
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0068,18,De 301 a 500 kW.h                                                                                                                                     ,Residencial,1,417
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0068,48,De 751 a 1000 kW.h                                                                                                                                    ,Residencial,3,883
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0068,22,"1E-BT No Residencial                                                                                                                                  ",Comercial,38,189
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,22,4
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,22,"1E-BT No Residencial                                                                                                                                  ",Comercial,1,6
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE1065,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,133,59
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0115,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,3,222
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE2065,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,4,5
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0115,3,"1P2E-MT Presente en Punta                                                                                                                             ",Comercial,1,9623
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE1065,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,387,11
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0115,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,55,7
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE2065,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,14,57
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0162,18,De 301 a 500 kW.h                                                                                                                                     ,Residencial,6,385
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0107,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,12,122
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0066,22,"1E-BT No Residencial                                                                                                                                  ",Comercial,1,37
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0066,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,2,47
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0162,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,1,214
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0162,4,"1P2E-MT Presente en Fuera de Punta                                                                                                                    ",Industrial,2,4705
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0162,20,De 751 a 1000 kW.h                                                                                                                                    ,Residencial,1,939
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0107,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,316,7
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0072,18,De 301 a 500 kW.h                                                                                                                                     ,Residencial,2,342
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0224,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,3,56
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0076,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,704,13
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0223,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,7,129
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0062,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,3,67
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0076,3,"1P2E-MT Presente en Punta                                                                                                                             ",Comercial,1,407
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE1063,22,"1E-BT No Residencial                                                                                                                                  ",Comercial,7,28
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,2,35
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0071,20,De 751 a 1000 kW.h                                                                                                                                    ,Residencial,1,822
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE2064,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,1,0
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0076,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,130,194
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0062,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,1,132
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0077,22,"1E-BT No Residencial                                                                                                                                  ",Comercial,46,102
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0164,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,1,42
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0223,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,83,7
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0062,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,1,172
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0071,5,"1P1E-MT Presente en Punta                                                                                                                             ",Comercial,2,3983
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0071,23,"1P-BT Pension Fija                                                                                                                                    ",Comercial,2,95
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0070,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,6,38
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0077,22,"1E-BT No Residencial                                                                                                                                  ",Comercial,22,159
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE1064,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,1,11
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,1,31
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0077,18,De 301 a 500 kW.h                                                                                                                                     ,Residencial,2,338
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0077,11,"1P1E-BT Presente en Fuera de Punta                                                                                                                    ",Industrial,1,67
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0062,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,2,8
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0067,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,462,122
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0073,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,1,203
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0081,22,"1E-BT No Residencial                                                                                                                                  ",Comercial,1,4
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE3224,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,1,169
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE2064,2,"2P2E-MT                                                                                                                                               ",Industrial,6,7038
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE2064,20,De 751 a 1000 kW.h                                                                                                                                    ,Residencial,6,867
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE2064,3,"1P2E-MT Presente en Punta                                                                                                                             ",Comercial,5,2436
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE2064,22,"1E-BT No Residencial                                                                                                                                  ",Comercial,14,232
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0114,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,8,62
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0071,18,De 301 a 500 kW.h                                                                                                                                     ,Residencial,32,374
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0077,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,1132,11
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0077,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,143,53
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0071,22,"1E-BT No Residencial                                                                                                                                  ",Comercial,35,64
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR0114,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,11,117
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0071,23,"1P-BT Pension Fija                                                                                                                                    ",Comercial,3,25
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0077,22,"1E-BT No Residencial                                                                                                                                  ",Comercial,24,67
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0062,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,1,138
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE1063,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,1,34
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE2224,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,4,123
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE2224,19,De 501 a 750 kW.h                                                                                                                                     ,Residencial,2,527
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE2224,22,"1E-BT No Residencial                                                                                                                                  ",Comercial,317,121
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0062,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,1,15
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SR5002,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,1,162
"20250306","20220131","202201",ELC ,ELECTRO CENTRO,PUBLICAS,SE0073,18,De 301 a 500 kW.h                                                                                                                                     ,Residencial,5,355
"20250306","20220131","202201",CHAV,PROYECTO ESPECIAL CHAVIMOCHIC,MUNICIPAL,SER102,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,112,8
"20250306","20220131","202201",COEL,CONSORCIO ELECTRICO DE VILLACURI SAC,PRIVADAS,SE0001,5,"1P1E-MT Presente en Punta                                                                                                                             ",Comercial,28,1262
"20250306","20220131","202201",COEL,CONSORCIO ELECTRICO DE VILLACURI SAC,PRIVADAS,SE0001,10,"1P1E-BT Presente en Punta                                                                                                                             ",Comercial,1,7008
"20250306","20220131","202201",COEL,CONSORCIO ELECTRICO DE VILLACURI SAC,PRIVADAS,SE0001,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,355,62
"20250306","20220131","202201",COEL,CONSORCIO ELECTRICO DE VILLACURI SAC,PRIVADAS,SE0001,21,Exceso de 1000 kW.h                                                                                                                                   ,Residencial,6,2785
"20250306","20220131","202201",COEL,CONSORCIO ELECTRICO DE VILLACURI SAC,PRIVADAS,SE0001,3,"1P2E-MT Presente en Punta                                                                                                                             ",Comercial,3,19505
"20250306","20220131","202201",COEL,CONSORCIO ELECTRICO DE VILLACURI SAC,PRIVADAS,SE0263,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,42,119
"20250306","20220131","202201",COEL,CONSORCIO ELECTRICO DE VILLACURI SAC,PRIVADAS,SE0002,11,"1P1E-BT Presente en Fuera de Punta                                                                                                                    ",Industrial,5,3037
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0005,22,"1E-BT No Residencial                                                                                                                                  ",Comercial,221,727
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0005,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,2329,70
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0008,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,1,0
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0005,20,De 751 a 1000 kW.h                                                                                                                                    ,Residencial,3,819
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0016,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,1,217
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0005,21,Exceso de 1000 kW.h                                                                                                                                   ,Residencial,1705,1751
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0016,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,1,60
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0016,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,1,130
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0005,20,De 751 a 1000 kW.h                                                                                                                                    ,Residencial,3080,856
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0016,18,De 301 a 500 kW.h                                                                                                                                     ,Residencial,4,340
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0005,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,22,213
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0008,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,1205,9
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0008,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,2,56
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0011,18,De 301 a 500 kW.h                                                                                                                                     ,Residencial,22,345
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0014,19,De 501 a 750 kW.h                                                                                                                                     ,Residencial,1,586
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0016,44,BT5D (1E) - Residencial de 101 a 150 kW.h                                                                                                             ,Residencial,1,119
"20250306","20220131","202201",EDPE,ENEL DISTRIBUCIÓN PERÚ S.A.A.,PRIVADAS,SE0007,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,4518,8
